12.56,1887.973221
13.1,1888.05261
14.27,1897.151382
14.22,1903.099392
13.58,1903.178419
13.78,1903.203013
14.33,1904.139787
13.24,1904.207941
9.8,1904.208163
12.33,1905.400066
8.15,1905.861056
8.29,1906.069455
12.74,1906.165154
13.79,1907.009163
13.76,1908.104157
13.81,1908.104269
13.9,1908.145102
14.22,1908.177887
13.92,1908.183622
13.89,1908.183696
12.61,1909.071842
12.46,1909.222356
11.23,1910.112953
12.58,1910.172884
12.52,1910.183977
13.05,1910.186623
12.85,1910.208525
13.19,1910.254939
13.11,1910.274056
13.94,1911.134543
13.32,1911.142976
13.88,1911.15932
13.85,1911.227635
13.47,1911.967898
13.87,1911.995565
12.46,1912.066191
13.08,1912.066341
12.55,1912.935478
12.25,1912.940991
12.35,1912.960011
11.76,1913.025607
12.11,1913.033539
12.02,1913.033655
12.28,1913.074663
12.82,1913.222155
13.07,1914.058289
13.5,1914.150954
12.93,1914.150954
14.07,1914.891612
13.24,1914.907975
14.01,1914.962613
13.37,1915.02555
13.97,1915.028076
13.52,1915.916141
8.91,1917.880211
13.69,1918.121082
14.08,1918.907825
14.01,1918.932509
9.46,1918.932642
13.82,1919.055488
13.46,1919.156566
9.05,1919.880275
14.79,1919.916086
11.66,1920.812359
13.35,1921.995378
12.7,1922.000812
12.91,1922.071862
13.45,1922.880576
12.7,1923.05266
12.72,1923.129279
12.05,1927.853161
14.53,1929.036473
14.64,1929.118346
14.46,1929.252392
14.52,1929.254999
15.05,1932.976244
14.48,1933.208443
14.46,1933.817483
13.04,1933.888822
14.8,1934.030906
14.96,1934.052481
14.41,1934.131946
14.91,1934.202977
13.82,1934.260432
14.78,1934.265933
14.52,1934.27412
13.33,1935.033649
13.09,1935.033808
13.82,1935.034039
14.44,1935.07459
14.35,1935.099194
14.4,1935.099356
14.24,1935.183853
14.16,1935.183866
14.25,1935.183904
14.19,1935.186557
14.15,1935.186557
14.2,1935.230399
13.96,1935.233097
14.12,1935.235981
13.82,1935.842107
14.19,1935.921671
14.8,1935.973563
14.87,1935.979087
14.66,1935.989807
14.55,1935.992522
14.74,1936.134456
15.01,1936.140172
14.58,1936.14029
14.27,1936.145252
14.49,1936.145289
14.15,1936.145545
14.78,1936.147887
14.47,1936.14806
15.32,1936.162061
14.23,1936.18895
12.79,1936.867128
13.77,1936.878231
13.89,1936.954487
13.66,1936.973544
13.69,1937.044462
13.57,1937.044588
13.62,1937.044672
13.74,1937.093543
13.56,1937.093738
13.48,1937.115546
