14.8,1896.390974
12.8,1899.351241
11.3,1900.253013
11.74,1901.444526
15.16,1903.419425
15.13,1903.542643
15.06,1903.57268
8.18,1906.132625
12.11,1906.296862
15.21,1907.490674
10.47,1911.329307
10.27,1915.567123
11.62,1916.497518
10.94,1919.594668
14.57,1920.546507
11.08,1922.455078
12.05,1922.457932
14.2,1924.491996
14.23,1925.250169
14.14,1925.367772
14.01,1925.378716
13.97,1925.400479
13.94,1925.403063
14.42,1925.455116
14.32,1925.479642
13.98,1925.482477
14.51,1925.523501
14.29,1925.553486
14.54,1925.619204
14.34,1926.258322
14.47,1926.356539
14.35,1926.504473
14.65,1933.243628
15.11,1934.203718
14.52,1934.539155
15.03,1935.11257
14.72,1935.123575
14.84,1935.164492
14.73,1935.178145
14.51,1935.203015
14.84,1935.415742
14.73,1935.416017
15.46,1935.416463
15.11,1935.418675
14.72,1935.41887
14.85,1935.419143
14.94,1935.42467
15.01,1935.426871
14.87,1935.432372
14.89,1935.465149
14.82,1935.489617
15.3,1935.489795
14.82,1935.490063
14.94,1935.49033
15.25,1935.495644
14.78,1935.566783
14.97,1935.574627
14.72,1935.596655
14.86,1935.632093
15.54,1936.292701
15.16,1936.300792
14.99,1936.322622
15.58,1936.37989
15.07,1936.398417
15.32,1936.40112
13.82,1936.464246
14.73,1936.474624
15.07,1936.537761
15.52,1936.616701
15.66,1936.63603
15.22,1937.271473
15.36,1937.287909
15.4,1937.355826
16.68,1937.356005
15.57,1937.356361
15.78,1937.366793
15.58,1937.36715
15.38,1937.372275
15.42,1937.372631
15.35,1937.375263
15.49,1937.375442
15.4,1937.380934
15.35,1937.41318
15.04,1937.413358
15,1937.418559
15.24,1937.421128
15.35,1937.421306
15.22,1937.421485
15.71,1937.421758
15.38,1937.423864
15.24,1937.424035
15.66,1937.429478
15.1,1937.432432
15.05,1937.432821
15.01,1937.434999
15.43,1937.435567
16.09,1937.438098
15.4,1937.440481
15.18,1937.440959
15.62,1937.443698
15.39,1937.451885
15.71,1937.495656
15.5,1937.497839
15.56,1937.498018
15.29,1937.500581
15.56,1937.500964
15.14,1937.50659
15.54,1937.506629
15.21,1937.511712
15.15,1937.514729
14.86,1937.533449
14.75,1937.569372
15.21,1937.572116
14.71,1937.645885
14.75,1937.648564
14.82,1938.257071
15.11,1938.260069
14.97,1938.274312
15.19,1938.318033
15.16,1938.320752
15.02,1938.323341
15.11,1938.326226
15.02,1938.331351
15.19,1938.336467
14.92,1938.336645
14.94,1938.336824
15.1,1938.337008
15.12,1938.337186
15.14,1938.339214
15,1938.339393
15.17,1938.339571
15.16,1938.339755
15.3,1938.339933
14.85,1938.35364
15.18,1938.38294
15.35,1938.389133
15.33,1938.390996
15.36,1938.391174
15.21,1938.391353
15.42,1938.391531
15.31,1938.39171
15.27,1938.396555
15.31,1938.396734
15.4,1938.397273
15.23,1938.40216
15.19,1938.408239
15.09,1938.415643
15.08,1938.418384
15.22,1938.419014
15.18,1938.421295
15.28,1938.421845
15.23,1938.470441
15.02,1938.478751
14.89,1938.479197
15.11,1938.48415
15.15,1938.484686
14.98,1938.497873
14.94,1938.498294
16.26,1938.503444
14.59,1938.550287
15,1938.56115
14.92,1938.61849
15.06,1938.626619
15.03,1938.629361
14.78,1938.629416
14.84,1938.697867
14.87,1938.697867
14.38,1939.153317
14.37,1939.156324
14.34,1939.159132
14.89,1939.208154
14.85,1939.210932
14.92,1939.216321
15.14,1939.232709
15.54,1939.235427
15.77,1939.290114
15.47,1939.300929
15.32,1939.303721
15.18,1939.306443
14.98,1939.352989
15.03,1939.353168
15.1,1939.36085
14.96,1939.361029
14.86,1939.361207
15.11,1939.361377
14.95,1939.361385
14.94,1939.36367
14.93,1939.363993
15.03,1939.364171
15.14,1939.369157
15.04,1939.369339
15.03,1939.378142
15.12,1939.380209
14.47,1939.390992
14.63,1939.391264
14.44,1939.393827
14.42,1939.394
14.39,1939.396565
10.56,1939.4469
14.92,1939.449099
14.95,1939.449233
14.81,1939.473228
15.09,1939.533757
15.17,1939.697869
15.22,1940.333451
15.31,1940.349399
15.53,1940.412655
15.27,1940.556657
15.22,1940.573278
15.52,1941.180678
15.63,1941.180856
15.02,1941.219192
15.08,1941.232526
14.91,1941.232705
14.94,1941.304356
14.98,1941.307089
14.93,1941.386315
15.05,1941.448708
