13.19,1896.495264
13.25,1896.773149
13.65,1897.482649
13.57,1898.51291
13.24,1899.400651
13.41,1900.343345
13.53,1900.657903
13.72,1900.68513
13.52,1901.337772
13.73,1901.48267
13.4,1902.518082
13.06,1904.293326
13.46,1904.293367
13.9,1904.295629
13.51,1904.295816
13.43,1904.295834
13.33,1904.2961
13.28,1904.298766
10.85,1905.13264
13.58,1905.348705
13.29,1906.37068
13.91,1906.854747
13.81,1908.667068
13.49,1909.077768
8.3,1912.2005
9.46,1913.449644
11.95,1913.534774
12.87,1914.058738
13.72,1914.458236
13.9,1914.460695
13.76,1914.463493
13.53,1914.463635
13.79,1914.477137
13.81,1914.531883
13.85,1914.545644
13.81,1914.698723
13.95,1914.709615
8.85,1917.753415
13.36,1918.13252
13.11,1918.184495
11.54,1919.266694
12.86,1919.29951
10.28,1919.307438
11.32,1919.63576
13.34,1920.156808
13.53,1922.315922
13.94,1922.332294
12.57,1922.474301
14.01,1922.534582
13.58,1925.261292
13.75,1925.343262
13.17,1926.340314
13.96,1926.630316
13.84,1927.315971
13.57,1927.518115
13.56,1929.020314
13.53,1929.113423
13.21,1929.373369
13.58,1929.501897
13.13,1929.518304
12.17,1929.698709
8.06,1929.797252
13.1,1930.643799
13.64,1932.344943
13.32,1932.446002
13.28,1933.302144
12.87,1933.624886
12.86,1933.76986
13.07,1934.149039
12.87,1934.200853
13.3,1934.206374
12.67,1934.206551
12.92,1934.211967
12.97,1934.217427
10.41,1934.258561
13.55,1934.272203
12.92,1934.34869
13.54,1934.348724
14.07,1934.348855
13.43,1934.351359
13.74,1934.373211
13.36,1934.392562
13.22,1934.460662
13.37,1934.526489
11.68,1934.529279
13.22,1934.548363
13.23,1934.556551
13.17,1934.61947
14.03,1934.627628
13.17,1935.099782
12.52,1935.10247
13.13,1935.162697
13.12,1935.198315
13.33,1935.233771
13.04,1935.255679
13.01,1935.263914
13.18,1935.266626
13.57,1935.266626
12.9,1935.266672
13.66,1935.332314
13.36,1935.389558
13.13,1935.392268
13.08,1935.395255
12.59,1935.397857
13.26,1935.408984
13.08,1935.417072
13.07,1935.43348
13.37,1935.444259
13.29,1935.482715
13.19,1935.482732
13.32,1935.49105
13.24,1935.5702
12.87,1935.62762
13.2,1935.668676
12.96,1935.750728
12.97,1935.789058
13.05,1936.080341
13.19,1936.145886
13,1936.298383
13.08,1936.301469
13.53,1936.309501
13.74,1936.377826
13.61,1936.385973
12.96,1936.399529
11.37,1936.432314
11.05,1936.462081
13.01,1936.476028
13.01,1936.51403
12.7,1936.5386
13.23,1936.604107
13.18,1937.192809
13.6,1937.225727
13.31,1937.280451
12.82,1937.291341
13.27,1937.30232
13.49,1937.326821
13.28,1937.356717
13.3,1937.356896
13.08,1937.370435
13.55,1937.395143
13.41,1937.414256
13.59,1937.458018
12.66,1937.510008
13.03,1937.515447
13.4,1937.849316
13.32,1938.072394
13.21,1938.086114
13.17,1938.097029
13.04,1938.113447
13.33,1938.179215
13.33,1938.184669
13.43,1938.184684
13.02,1938.190085
13.57,1938.220126
12.99,1938.236604
13.01,1938.250234
13.5,1938.250338
13.27,1938.274855
11.56,1938.299434
13.03,1938.310374
13.33,1938.318659
13.59,1938.337663
13.03,1938.33767
12.82,1938.41691
13.01,1938.417091
12.92,1938.419509
12.99,1938.419707
12.41,1938.466053
12.62,1938.466405
13.15,1938.469032
13.02,1938.469203
12.91,1938.471735
13.07,1938.471791
12.9,1938.493516
12.5,1938.493903
11.74,1938.540171
13.41,1938.564654
13.44,1938.808297
13.55,1938.808406
13.23,1938.816431
13.22,1938.816519
13.21,1938.819164
13.29,1938.819259
13.26,1938.819348
12.78,1939.135355
12.89,1939.149027
12.44,1939.16002
12.95,1939.165456
12.51,1939.217477
12.69,1939.220152
13.02,1939.220202
12.52,1939.222773
12.44,1939.222961
